geo_id,scenario_id,week_date,complete_period,n,start_date,mean_spread,mean_dollars_per_1000_loads,rank
PADD4,S2,2002-05-13,True,4,2002-04-22,0.0,0.0,4
PADD4,S2,2002-05-20,True,4,2002-04-29,0.0,0.0,5
PADD4,S3,2013-12-30,True,4,2013-12-09,-0.044416666666666674,-22208.333333333336,1
PADD4,S3,2005-08-29,True,4,2005-08-08,-0.04174999999999998,-20874.99999999999,2
PADD4,S3,2014-01-06,True,4,2013-12-16,-0.04000000000000001,-20000.000000000004,3
PADD4,S3,2005-09-05,True,4,2005-08-15,-0.037916666666666654,-18958.33333333333,4
PADD4,S3,2022-05-30,True,4,2022-05-09,-0.03775000000000009,-18875.000000000044,5
PADD4,S4,2005-08-29,True,4,2005-08-08,-0.04174999999999998,-20874.99999999999,1
PADD4,S4,2005-09-05,True,4,2005-08-15,-0.037916666666666654,-18958.33333333333,2
PADD4,S4,2022-05-30,True,4,2022-05-09,-0.03775000000000009,-18875.000000000044,3
PADD4,S4,2005-09-12,True,4,2005-08-22,-0.03483333333333331,-17416.666666666657,4
PADD4,S4,2022-06-06,True,4,2022-05-16,-0.03387500000000007,-16937.500000000036,5
PADD4,S5,2005-09-26,True,4,2005-09-05,-0.17475000000000002,-87375.0,1
PADD4,S5,2013-12-30,True,4,2013-12-09,-0.17408333333333342,-87041.66666666672,2
PADD4,S5,2013-12-23,True,4,2013-12-02,-0.1562500000000001,-78125.00000000006,3
PADD4,S5,2005-09-19,True,4,2005-08-29,-0.15533333333333335,-77666.66666666669,4
PADD4,S5,2005-10-03,True,4,2005-09-12,-0.13858333333333334,-69291.66666666667,5
PADD4,S6,2005-09-26,True,4,2005-09-05,-0.17475000000000002,-87375.0,1
PADD4,S6,2005-09-19,True,4,2005-08-29,-0.15533333333333335,-77666.66666666669,2
PADD4,S6,2013-12-30,True,4,2013-12-09,-0.1540833333333334,-77041.66666666672,3
PADD4,S6,2013-12-23,True,4,2013-12-02,-0.1362500000000001,-68125.00000000004,4
PADD4,S6,2005-09-12,True,4,2005-08-22,-0.13616666666666666,-68083.33333333334,5
PADD5,S1,2002-01-28,True,4,2002-01-07,0.0,0.0,1
PADD5,S1,2002-02-04,True,4,2002-01-14,0.0,0.0,2
PADD5,S1,2002-02-11,True,4,2002-01-21,0.0,0.0,3
PADD5,S1,2002-02-18,True,4,2002-01-28,0.0,0.0,4
PADD5,S1,2002-02-25,True,4,2002-02-04,0.0,0.0,5
PADD5,S2,2002-04-22,True,4,2002-04-01,0.0,0.0,1
PADD5,S2,2002-04-29,True,4,2002-04-08,0.0,0.0,2
PADD5,S2,2002-05-06,True,4,2002-04-15,0.0,0.0,3
PADD5,S2,2002-05-13,True,4,2002-04-22,0.0,0.0,4
PADD5,S2,2002-05-20,True,4,2002-04-29,0.0,0.0,5
PADD5,S3,2013-12-30,True,4,2013-12-09,-0.046375,-23187.5,1
PADD5,S3,2005-08-29,True,4,2005-08-08,-0.04441666666666663,-22208.333333333314,2
PADD5,S3,2022-05-30,True,4,2022-05-09,-0.04320833333333332,-21604.16666666666,3
PADD5,S3,2014-01-06,True,4,2013-12-16,-0.04175000000000001,-20875.000000000007,4
PADD5,S3,2005-09-05,True,4,2005-08-15,-0.04033333333333332,-20166.666666666657,5
PADD5,S4,2005-08-29,True,4,2005-08-08,-0.04441666666666663,-22208.333333333314,1
PADD5,S4,2022-05-30,True,4,2022-05-09,-0.04320833333333332,-21604.16666666666,2
PADD5,S4,2005-09-05,True,4,2005-08-15,-0.04033333333333332,-20166.666666666657,3
PADD5,S4,2022-06-06,True,4,2022-05-16,-0.03879166666666667,-19395.833333333336,4
PADD5,S4,2005-09-12,True,4,2005-08-22,-0.03687499999999996,-18437.49999999998,5
PADD5,S5,2005-09-26,True,4,2005-09-05,-0.18620833333333336,-93104.16666666666,1
PADD5,S5,2013-12-30,True,4,2013-12-09,-0.18020833333333336,-90104.16666666667,2
PADD5,S5,2005-09-19,True,4,2005-08-29,-0.16595833333333335,-82979.16666666669,3
PADD5,S5,2013-12-23,True,4,2013-12-02,-0.16158333333333336,-80791.66666666667,4
PADD5,S5,2005-10-03,True,4,2005-09-12,-0.1474583333333333,-73729.16666666666,5
PADD5,S6,2005-09-26,True,4,2005-09-05,-0.18620833333333336,-93104.16666666666,1
PADD5,S6,2005-09-19,True,4,2005-08-29,-0.16595833333333335,-82979.16666666669,2
PADD5,S6,2013-12-30,True,4,2013-12-09,-0.16020833333333334,-80104.16666666667,3
PADD5,S6,2005-09-12,True,4,2005-08-22,-0.14595833333333336,-72979.16666666669,4
PADD5,S6,2005-10-03,True,4,2005-09-12,-0.1424583333333333,-71229.16666666666,5
PADD5XCA,S1,2002-01-28,True,4,2002-01-07,0.0,0.0,1
PADD5XCA,S1,2002-02-04,True,4,2002-01-14,0.0,0.0,2
PADD5XCA,S1,2002-02-11,True,4,2002-01-21,0.0,0.0,3
PADD5XCA,S1,2002-02-18,True,4,2002-01-28,0.0,0.0,4
PADD5XCA,S1,2002-02-25,True,4,2002-02-04,0.0,0.0,5
PADD5XCA,S2,2002-04-22,True,4,2002-04-01,0.0,0.0,1
PADD5XCA,S2,2002-04-29,True,4,2002-04-08,0.0,0.0,2
PADD5XCA,S2,2002-05-06,True,4,2002-04-15,0.0,0.0,3
PADD5XCA,S2,2002-05-13,True,4,2002-04-22,0.0,0.0,4
PADD5XCA,S2,2002-05-20,True,4,2002-04-29,0.0,0.0,5
PADD5XCA,S3,2013-12-30,True,4,2013-12-09,-0.044625,-22312.5,1
PADD5XCA,S3,2005-08-29,True,4,2005-08-08,-0.042916666666666686,-21458.333333333343,2
PADD5XCA,S3,2022-05-30,True,4,2022-05-09,-0.041583333333333417,-20791.666666666708,3
PADD5XCA,S3,2014-01-06,True,4,2013-12-16,-0.04020833333333333,-20104.166666666664,4
PADD5XCA,S3,2005-09-05,True,4,2005-08-15,-0.03895833333333333,-19479.166666666664,5
PADD5XCA,S4,2005-08-29,True,4,2005-08-08,-0.042916666666666686,-21458.333333333343,1
PADD5XCA,S4,2022-05-30,True,4,2022-05-09,-0.041583333333333417,-20791.666666666708,2
PADD5XCA,S4,2005-09-05,True,4,2005-08-15,-0.03895833333333333,-19479.166666666664,3
PADD5XCA,S4,2022-06-06,True,4,2022-05-16,-0.037333333333333385,-18666.666666666693,4
PADD5XCA,S4,2005-09-12,True,4,2005-08-22,-0.03562499999999999,-17812.499999999996,5
PADD5XCA,S5,2005-09-26,True,4,2005-09-05,-0.17933333333333334,-89666.66666666666,1
PADD5XCA,S5,2013-12-30,True,4,2013-12-09,-0.173625,-86812.5,2
PADD5XCA,S5,2005-09-19,True,4,2005-08-29,-0.15983333333333336,-79916.66666666669,3
PADD5XCA,S5,2013-12-23,True,4,2013-12-02,-0.15570833333333334,-77854.16666666667,4
PADD5XCA,S5,2005-10-03,True,4,2005-09-12,-0.14204166666666668,-71020.83333333334,5
PADD5XCA,S6,2005-09-26,True,4,2005-09-05,-0.17933333333333334,-89666.66666666666,1
PADD5XCA,S6,2005-09-19,True,4,2005-08-29,-0.15983333333333336,-79916.66666666669,2
PADD5XCA,S6,2013-12-30,True,4,2013-12-09,-0.15362499999999998,-76812.5,3
PADD5XCA,S6,2005-09-12,True,4,2005-08-22,-0.14054166666666668,-70270.83333333334,4
PADD5XCA,S6,2005-10-03,True,4,2005-09-12,-0.13704166666666667,-68520.83333333334,5
US,S1,2002-01-28,True,4,2002-01-07,0.0,0.0,1
US,S1,2002-02-04,True,4,2002-01-14,0.0,0.0,2
US,S1,2002-02-11,True,4,2002-01-21,0.0,0.0,3
US,S1,2002-02-18,True,4,2002-01-28,0.0,0.0,4
US,S1,2002-02-25,True,4,2002-02-04,0.0,0.0,5
US,S2,2002-04-22,True,4,2002-04-01,0.0,0.0,1
US,S2,2002-04-29,True,4,2002-04-08,0.0,0.0,2
US,S2,2002-05-06,True,4,2002-04-15,0.0,0.0,3
US,S2,2002-05-13,True,4,2002-04-22,0.0,0.0,4
US,S2,2002-05-20,True,4,2002-04-29,0.0,0.0,5
US,S3,2013-12-30,True,4,2013-12-09,-0.043541666666666645,-21770.83333333332,1
US,S3,2005-08-29,True,4,2005-08-08,-0.04091666666666664,-20458.33333333332,2
US,S3,2014-01-06,True,4,2013-12-16,-0.03920833333333332,-19604.166666666657,3
US,S3,2005-09-05,True,4,2005-08-15,-0.03716666666666665,-18583.33333333333,4
US,S3,2022-05-30,True,4,2022-05-09,-0.03712500000000002,-18562.50000000001,5
US,S4,2005-08-29,True,4,2005-08-08,-0.04091666666666664,-20458.33333333332,1
US,S4,2005-09-05,True,4,2005-08-15,-0.03716666666666665,-18583.33333333333,2
US,S4,2022-05-30,True,4,2022-05-09,-0.03712500000000002,-18562.50000000001,3
US,S4,2005-09-12,True,4,2005-08-22,-0.034125,-17062.500000000004,4
US,S4,2022-06-06,True,4,2022-05-16,-0.03329166666666668,-16645.83333333334,5
US,S5,2005-09-26,True,4,2005-09-05,-0.17124999999999996,-85624.99999999999,1
