geo_id,scenario_id,reset_frequency,seasonal_clause,weeks,sum_spread,mean_spread,mean_dollars_per_1000_loads,squeeze_share,p10,p50,p90,start_date,end_date
PADD2,S3,MONTHLY,False,1286,0.02799999999999847,2.177293934681063e-05,10.886469673405381,0.3740279937791602,-0.0040000000000000036,0.0,0.0038333333333333552,2002-01-07,2026-08-31
PADD2,S4,MONTHLY,True,1286,12.747999999999946,0.009912908242612711,4956.454121306382,0.16874027993779162,-0.0020000000000000018,0.006249999999999978,0.021833333333333274,2002-01-07,2026-08-31
PADD2,S5,QUARTERLY,False,1277,0.1811666666666629,0.0001418689637170422,70.9344818585212,0.44166014095536416,-0.013333333333333346,0.0,0.013500000000000012,2002-01-07,2026-06-29
PADD2,S6,QUARTERLY,True,1277,12.901166666666647,0.010102714695901838,5051.357347950938,0.206734534064213,-0.00550000000000001,0.010333333333333306,0.025666666666666626,2002-01-07,2026-06-29
PADD3,S1,WEEKLY,False,1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-07,2026-09-14
PADD3,S2,WEEKLY,True,1288,12.719999999999818,0.009875776397515386,4937.888198757764,0.0,0.0,0.0,0.01999999999999999,2002-01-07,2026-09-14
PADD3,S3,MONTHLY,False,1286,0.025333333333329683,1.9699326075684045e-05,9.849663037842001,0.37091757387247276,-0.0026666666666666505,0.0,0.00250000000000003,2002-01-07,2026-08-31
PADD3,S4,MONTHLY,True,1286,12.745333333333267,0.009910834629341576,4955.417314670807,0.16640746500777606,-0.0013333333333333253,0.004749999999999963,0.021166666666666667,2002-01-07,2026-08-31
PADD3,S5,QUARTERLY,False,1277,0.14666666666666542,0.0001148525189245618,57.42625946228141,0.4447924823805795,-0.00856666666666666,0.0,0.008733333333333346,2002-01-07,2026-06-29
PADD3,S6,QUARTERLY,True,1277,12.866666666666626,0.01007569825110934,5037.849125554684,0.20595144870790916,-0.0035000000000000586,0.009999999999999981,0.023666666666666697,2002-01-07,2026-06-29
PADD4,S1,WEEKLY,False,1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-07,2026-09-14
PADD4,S2,WEEKLY,True,1286,12.679999999999819,0.009860031104198926,4930.015552099533,0.0,0.0,0.0,0.020000000000000018,2002-01-07,2026-09-14
PADD4,S3,MONTHLY,False,1284,0.02799999999999936,2.180685358255402e-05,10.903426791277116,0.37538940809968846,-0.0040000000000000036,0.0,0.0040000000000000036,2002-01-07,2026-08-31
PADD4,S4,MONTHLY,True,1284,12.70799999999995,0.009897196261682204,4948.598130841122,0.1674454828660436,-0.0020000000000000018,0.006249999999999978,0.021833333333333288,2002-01-07,2026-08-31
PADD4,S5,QUARTERLY,False,1275,0.1721666666666663,0.00013503267973856181,67.51633986928034,0.44313725490196076,-0.013500000000000068,0.0,0.013833333333333298,2002-01-07,2026-06-29
PADD4,S6,QUARTERLY,True,1275,12.85216666666665,0.010080130718954234,5040.065359477117,0.2054901960784314,-0.005599999999999982,0.010166666666666657,0.0256666666666667,2002-01-07,2026-06-29
PADD5,S1,WEEKLY,False,1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-07,2026-09-14
PADD5,S2,WEEKLY,True,1289,12.739999999999817,0.009883630721489385,4941.815360744764,0.0,0.0,0.0,0.020000000000000018,2002-01-07,2026-09-14
PADD5,S3,MONTHLY,False,1287,0.02300000000000396,1.787101787102095e-05,8.935508935510345,0.37606837606837606,-0.0030000000000000027,0.0,0.0029000000000000067,2002-01-07,2026-08-31
PADD5,S4,MONTHLY,True,1287,12.762999999999968,0.009916860916860892,4958.430458430464,0.17016317016317017,-0.0015000000000000013,0.004833333333333412,0.02133333333333337,2002-01-07,2026-08-31
PADD5,S5,QUARTERLY,False,1278,0.16316666666666857,0.0001276734480959848,63.83672404799426,0.44835680751173707,-0.00983333333333336,0.0,0.010000000000000009,2002-01-07,2026-06-29
PADD5,S6,QUARTERLY,True,1278,12.903166666666689,0.010096374543557659,5048.18727177882,0.2104851330203443,-0.004166666666666652,0.010166666666666657,0.024333333333333318,2002-01-07,2026-06-29
PADD5XCA,S1,WEEKLY,False,1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-07,2026-09-14
PADD5XCA,S2,WEEKLY,True,1289,12.739999999999817,0.009883630721489385,4941.815360744764,0.0,0.0,0.0,0.020000000000000018,2002-01-07,2026-09-14
PADD5XCA,S3,MONTHLY,False,1287,0.021666666666667916,1.6835016835017806e-05,8.417508417508868,0.37606837606837606,-0.0028333333333333544,0.0,0.002833333333333299,2002-01-07,2026-08-31
PADD5XCA,S4,MONTHLY,True,1287,12.761666666666635,0.009915824915824892,4957.912457912465,0.17016317016317017,-0.0013333333333333363,0.004833333333333328,0.021166666666666722,2002-01-07,2026-08-31
PADD5XCA,S5,QUARTERLY,False,1278,0.14783333333332854,0.00011567553468961545,57.83776734480662,0.44835680751173707,-0.009383333333333327,0.0,0.009666666666666629,2002-01-07,2026-06-29
PADD5XCA,S6,QUARTERLY,True,1278,12.88783333333332,0.010084376630151269,5042.188315075641,0.20970266040688576,-0.0040000000000000036,0.010000000000000023,0.02416666666666667,2002-01-07,2026-06-29
US,S1,WEEKLY,False,1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-07,2026-09-14
US,S2,WEEKLY,True,1289,12.739999999999817,0.009883630721489385,4941.815360744763,0.0,0.0,0.0,0.020000000000000018,2002-01-07,2026-09-14
US,S3,MONTHLY,False,1287,0.02533333333333171,1.9684019684018423e-05,9.842009842009123,0.3745143745143745,-0.0040000000000000036,0.0,0.0038333333333333552,2002-01-07,2026-08-31
US,S4,MONTHLY,True,1287,12.765333333333283,0.00991867391867388,4959.33695933695,0.1686091686091686,-0.0020000000000000018,0.006333333333333302,0.021833333333333274,2002-01-07,2026-08-31
US,S5,QUARTERLY,False,1278,0.1726666666666612,0.00013510693792383505,67.5534689619179,0.44209702660406885,-0.013333333333333343,0.0,0.013500000000000012,2002-01-07,2026-06-29
US,S6,QUARTERLY,True,1278,12.912666666666638,0.010103808033385476,5051.904016692746,0.20657276995305165,-0.005500000000000002,0.010333333333333306,0.025666666666666622,2002-01-07,2026-06-29
