geo_id,scenario_id,regime,season,weeks,mean_spread,mean_dollars_per_1000_loads
CA,S6,FALLING,HEATING,40,0.1047875,52393.75000000001
CA,S6,FALLING,NON_HEATING,36,0.07482870370370374,37414.35185185186
CA,S6,PLATEAU,HEATING,558,0.018164874551971348,9082.437275985667
CA,S6,PLATEAU,NON_HEATING,564,0.0023445626477541417,1172.2813238770702
CA,S6,RISING,HEATING,35,-0.057528571428571366,-28764.28571428569
CA,S6,RISING,NON_HEATING,41,-0.08549593495934962,-42747.9674796748
CA,S6,UNCLASSIFIED,HEATING,4,0.020041666666666652,10020.833333333327
PADD1,S1,FALLING,HEATING,40,0.0,0.0
PADD1,S1,FALLING,NON_HEATING,43,0.0,0.0
PADD1,S1,PLATEAU,HEATING,544,0.0,0.0
PADD1,S1,PLATEAU,NON_HEATING,568,0.0,0.0
PADD1,S1,RISING,HEATING,49,0.0,0.0
PADD1,S1,RISING,NON_HEATING,41,0.0,0.0
PADD1,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD1,S2,FALLING,HEATING,40,0.02000000000000001,10000.000000000002
PADD1,S2,FALLING,NON_HEATING,43,0.0,0.0
PADD1,S2,PLATEAU,HEATING,544,0.019999999999999737,10000.000000000002
PADD1,S2,PLATEAU,NON_HEATING,568,0.0,0.0
PADD1,S2,RISING,HEATING,49,0.020000000000000014,10000.000000000002
PADD1,S2,RISING,NON_HEATING,41,0.0,0.0
PADD1,S2,UNCLASSIFIED,HEATING,4,0.020000000000000018,10000.00000000001
PADD1,S3,FALLING,HEATING,40,0.02526666666666664,12633.33333333332
PADD1,S3,FALLING,NON_HEATING,43,0.01940310077519379,9701.550387596893
PADD1,S3,PLATEAU,HEATING,544,-0.000810661764705878,-405.33088235293957
PADD1,S3,PLATEAU,NON_HEATING,566,0.0010153121319199062,507.6560659599531
PADD1,S3,RISING,HEATING,49,-0.019384353741496604,-9692.176870748306
PADD1,S3,RISING,NON_HEATING,41,-0.023825203252032526,-11912.601626016261
PADD1,S3,UNCLASSIFIED,HEATING,4,4.1666666666675956e-05,20.833333333337976
PADD1,S4,FALLING,HEATING,40,0.04526666666666666,22633.333333333325
PADD1,S4,FALLING,NON_HEATING,43,0.01940310077519379,9701.550387596895
PADD1,S4,PLATEAU,HEATING,544,0.019189338235294107,9594.669117647058
PADD1,S4,PLATEAU,NON_HEATING,566,0.0010153121319199077,507.6560659599526
PADD1,S4,RISING,HEATING,49,0.0006156462585033948,307.8231292516971
PADD1,S4,RISING,NON_HEATING,41,-0.02382520325203253,-11912.601626016261
PADD1,S4,UNCLASSIFIED,HEATING,4,0.020041666666666694,10020.833333333347
PADD1,S5,FALLING,HEATING,40,0.06963333333333328,34816.66666666665
PADD1,S5,FALLING,NON_HEATING,43,0.05941085271317826,29705.426356589134
PADD1,S5,PLATEAU,HEATING,544,-0.005254289215686276,-2627.1446078431372
PADD1,S5,PLATEAU,NON_HEATING,557,0.00635816876122083,3179.0843806104135
PADD1,S5,RISING,HEATING,49,-0.058221088435374144,-29110.544217687082
PADD1,S5,RISING,NON_HEATING,41,-0.0701178861788618,-35058.943089430904
PADD1,S5,UNCLASSIFIED,HEATING,4,4.1666666666675956e-05,20.833333333337976
PADD1,S6,FALLING,HEATING,40,0.08963333333333331,44816.66666666665
PADD1,S6,FALLING,NON_HEATING,43,0.05941085271317826,29705.42635658913
PADD1,S6,PLATEAU,HEATING,544,0.014745710784313719,7372.855392156861
PADD1,S6,PLATEAU,NON_HEATING,557,0.006358168761220826,3179.084380610412
PADD1,S6,RISING,HEATING,49,-0.03822108843537416,-19110.544217687075
PADD1,S6,RISING,NON_HEATING,41,-0.07011788617886179,-35058.943089430904
PADD1,S6,UNCLASSIFIED,HEATING,4,0.020041666666666694,10020.833333333347
PADD1A,S1,FALLING,HEATING,40,0.0,0.0
PADD1A,S1,FALLING,NON_HEATING,42,0.0,0.0
PADD1A,S1,PLATEAU,HEATING,546,0.0,0.0
PADD1A,S1,PLATEAU,NON_HEATING,569,0.0,0.0
PADD1A,S1,RISING,HEATING,47,0.0,0.0
PADD1A,S1,RISING,NON_HEATING,41,0.0,0.0
PADD1A,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD1A,S2,FALLING,HEATING,40,0.020000000000000018,10000.000000000004
PADD1A,S2,FALLING,NON_HEATING,42,0.0,0.0
PADD1A,S2,PLATEAU,HEATING,546,0.019999999999999737,10000.000000000002
PADD1A,S2,PLATEAU,NON_HEATING,569,0.0,0.0
PADD1A,S2,RISING,HEATING,47,0.020000000000000018,10000.000000000004
PADD1A,S2,RISING,NON_HEATING,41,0.0,0.0
PADD1A,S2,UNCLASSIFIED,HEATING,4,0.020000000000000018,10000.00000000001
PADD1A,S3,FALLING,HEATING,40,0.025754166666666654,12877.083333333325
PADD1A,S3,FALLING,NON_HEATING,42,0.020190476190476186,10095.238095238097
PADD1A,S3,PLATEAU,HEATING,546,-0.0008345543345543377,-417.2771672771686
PADD1A,S3,PLATEAU,NON_HEATING,567,0.0010458553791887143,522.9276895943568
PADD1A,S3,RISING,HEATING,47,-0.020546099290780127,-10273.049645390065
PADD1A,S3,RISING,NON_HEATING,41,-0.024284552845528468,-12142.276422764233
PADD1A,S3,UNCLASSIFIED,HEATING,4,4.16666666666482e-05,20.833333333324106
PADD1A,S4,FALLING,HEATING,40,0.04575416666666665,22877.083333333332
PADD1A,S4,FALLING,NON_HEATING,42,0.020190476190476186,10095.238095238095
PADD1A,S4,PLATEAU,HEATING,546,0.019165445665445653,9582.722832722826
PADD1A,S4,PLATEAU,NON_HEATING,567,0.0010458553791887145,522.9276895943567
PADD1A,S4,RISING,HEATING,47,-0.0005460992907801107,-273.04964539005556
PADD1A,S4,RISING,NON_HEATING,41,-0.02428455284552846,-12142.276422764233
PADD1A,S4,UNCLASSIFIED,HEATING,4,0.020041666666666666,10020.833333333332
PADD1A,S5,FALLING,HEATING,40,0.07093749999999997,35468.74999999999
PADD1A,S5,FALLING,NON_HEATING,42,0.06163888888888894,30819.444444444463
PADD1A,S5,PLATEAU,HEATING,546,-0.0053922466422466455,-2696.1233211233252
PADD1A,S5,PLATEAU,NON_HEATING,558,0.006515232974910387,3257.6164874551946
PADD1A,S5,RISING,HEATING,47,-0.06116312056737589,-30581.560283687948
PADD1A,S5,RISING,NON_HEATING,41,-0.07152439024390245,-35762.195121951205
PADD1A,S5,UNCLASSIFIED,HEATING,4,4.16666666666482e-05,20.833333333324106
PADD1A,S6,FALLING,HEATING,40,0.0909375,45468.750000000015
PADD1A,S6,FALLING,NON_HEATING,42,0.06163888888888894,30819.444444444463
PADD1A,S6,PLATEAU,HEATING,546,0.01460775335775335,7303.876678876682
PADD1A,S6,PLATEAU,NON_HEATING,558,0.006515232974910387,3257.6164874551946
PADD1A,S6,RISING,HEATING,47,-0.04116312056737587,-20581.560283687933
PADD1A,S6,RISING,NON_HEATING,41,-0.07152439024390245,-35762.195121951205
PADD1A,S6,UNCLASSIFIED,HEATING,4,0.020041666666666666,10020.833333333332
PADD1B,S1,FALLING,HEATING,40,0.0,0.0
PADD1B,S1,FALLING,NON_HEATING,43,0.0,0.0
PADD1B,S1,PLATEAU,HEATING,543,0.0,0.0
PADD1B,S1,PLATEAU,NON_HEATING,568,0.0,0.0
PADD1B,S1,RISING,HEATING,50,0.0,0.0
PADD1B,S1,RISING,NON_HEATING,41,0.0,0.0
PADD1B,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD1B,S2,FALLING,HEATING,40,0.020000000000000018,10000.000000000004
PADD1B,S2,FALLING,NON_HEATING,43,0.0,0.0
PADD1B,S2,PLATEAU,HEATING,543,0.019999999999999737,10000.000000000002
PADD1B,S2,PLATEAU,NON_HEATING,568,0.0,0.0
PADD1B,S2,RISING,HEATING,50,0.020000000000000018,10000.000000000002
PADD1B,S2,RISING,NON_HEATING,41,0.0,0.0
PADD1B,S2,UNCLASSIFIED,HEATING,4,0.020000000000000018,10000.00000000001
PADD1B,S3,FALLING,HEATING,40,0.025495833333333346,12747.916666666673
PADD1B,S3,FALLING,NON_HEATING,43,0.019352713178294567,9676.356589147283
PADD1B,S3,PLATEAU,HEATING,543,-0.0008281154082259067,-414.05770411295345
PADD1B,S3,PLATEAU,NON_HEATING,566,0.0010521201413427614,526.0600706713797
PADD1B,S3,RISING,HEATING,50,-0.019266666666666665,-9633.333333333336
PADD1B,S3,RISING,NON_HEATING,41,-0.024069105691056917,-12034.552845528458
PADD1B,S3,UNCLASSIFIED,HEATING,4,5.551115123125783e-17,2.7753799258789513e-11
PADD1B,S4,FALLING,HEATING,40,0.04549583333333337,22747.91666666668
PADD1B,S4,FALLING,NON_HEATING,43,0.019352713178294567,9676.35658914728
PADD1B,S4,PLATEAU,HEATING,543,0.019171884591774074,9585.942295887053
PADD1B,S4,PLATEAU,NON_HEATING,566,0.0010521201413427608,526.0600706713794
PADD1B,S4,RISING,HEATING,50,0.0007333333333333397,366.6666666666697
PADD1B,S4,RISING,NON_HEATING,41,-0.024069105691056913,-12034.55284552846
PADD1B,S4,UNCLASSIFIED,HEATING,4,0.020000000000000073,10000.000000000036
PADD1B,S5,FALLING,HEATING,40,0.07023749999999998,35118.74999999999
PADD1B,S5,FALLING,NON_HEATING,43,0.060116279069767464,30058.139534883725
PADD1B,S5,PLATEAU,HEATING,543,-0.005315224063842844,-2657.612031921424
PADD1B,S5,PLATEAU,NON_HEATING,557,0.006418312387791744,3209.156193895875
PADD1B,S5,RISING,HEATING,50,-0.05770333333333335,-28851.66666666668
PADD1B,S5,RISING,NON_HEATING,41,-0.07085772357723578,-35428.8617886179
PADD1B,S5,UNCLASSIFIED,HEATING,4,5.551115123125783e-17,2.7753799258789513e-11
PADD1B,S6,FALLING,HEATING,40,0.09023750000000001,45118.74999999999
PADD1B,S6,FALLING,NON_HEATING,43,0.060116279069767485,30058.139534883725
PADD1B,S6,PLATEAU,HEATING,543,0.014684775936157154,7342.387968078578
PADD1B,S6,PLATEAU,NON_HEATING,557,0.0064183123877917456,3209.1561938958735
PADD1B,S6,RISING,HEATING,50,-0.03770333333333334,-18851.66666666667
PADD1B,S6,RISING,NON_HEATING,41,-0.07085772357723578,-35428.8617886179
PADD1B,S6,UNCLASSIFIED,HEATING,4,0.020000000000000073,10000.000000000036
PADD1C,S1,FALLING,HEATING,40,0.0,0.0
PADD1C,S1,FALLING,NON_HEATING,37,0.0,0.0
PADD1C,S1,PLATEAU,HEATING,557,0.0,0.0
PADD1C,S1,PLATEAU,NON_HEATING,575,0.0,0.0
PADD1C,S1,RISING,HEATING,36,0.0,0.0
PADD1C,S1,RISING,NON_HEATING,40,0.0,0.0
PADD1C,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD1C,S2,FALLING,HEATING,40,0.020000000000000014,10000.000000000004
PADD1C,S2,FALLING,NON_HEATING,37,0.0,0.0
PADD1C,S2,PLATEAU,HEATING,557,0.019999999999999733,10000.0
PADD1C,S2,PLATEAU,NON_HEATING,575,0.0,0.0
PADD1C,S2,RISING,HEATING,36,0.020000000000000018,10000.000000000004
PADD1C,S2,RISING,NON_HEATING,40,0.0,0.0
PADD1C,S2,UNCLASSIFIED,HEATING,4,0.01999999999999999,9999.999999999995
PADD1C,S3,FALLING,HEATING,40,0.02388333333333334,11941.666666666672
PADD1C,S3,FALLING,NON_HEATING,37,0.02090540540540541,10452.702702702703
PADD1C,S3,PLATEAU,HEATING,557,-0.0005182525433871919,-259.1262716935957
PADD1C,S3,PLATEAU,NON_HEATING,573,0.0006695753344968008,334.78766724840045
PADD1C,S3,RISING,HEATING,36,-0.022694444444444427,-11347.222222222215
PADD1C,S3,RISING,NON_HEATING,40,-0.024358333333333336,-12179.166666666668
PADD1C,S3,UNCLASSIFIED,HEATING,4,8.333333333331028e-05,41.666666666655146
PADD1C,S4,FALLING,HEATING,40,0.04388333333333336,21941.666666666682
PADD1C,S4,FALLING,NON_HEATING,37,0.02090540540540541,10452.702702702705
PADD1C,S4,PLATEAU,HEATING,557,0.019481747456612738,9740.873728306402
PADD1C,S4,PLATEAU,NON_HEATING,573,0.0006695753344968013,334.7876672484003
PADD1C,S4,RISING,HEATING,36,-0.0026944444444444177,-1347.2222222222088
PADD1C,S4,RISING,NON_HEATING,40,-0.024358333333333333,-12179.166666666672
PADD1C,S4,UNCLASSIFIED,HEATING,4,0.0200833333333333,10041.66666666665
PADD1C,S5,FALLING,HEATING,40,0.0723166666666667,36158.33333333335
PADD1C,S5,FALLING,NON_HEATING,37,0.0636576576576577,31828.82882882884
PADD1C,S5,PLATEAU,HEATING,557,-0.0035065828845002927,-1753.2914422501462
PADD1C,S5,PLATEAU,NON_HEATING,564,0.004218971631205676,2109.485815602836
PADD1C,S5,RISING,HEATING,36,-0.07031481481481479,-35157.4074074074
PADD1C,S5,RISING,NON_HEATING,40,-0.07332500000000002,-36662.500000000015
PADD1C,S5,UNCLASSIFIED,HEATING,4,8.333333333331028e-05,41.666666666655146
PADD1C,S6,FALLING,HEATING,40,0.09231666666666671,46158.33333333336
PADD1C,S6,FALLING,NON_HEATING,37,0.06365765765765767,31828.82882882883
PADD1C,S6,PLATEAU,HEATING,557,0.016493417115499672,8246.708557749851
PADD1C,S6,PLATEAU,NON_HEATING,564,0.004218971631205672,2109.485815602836
PADD1C,S6,RISING,HEATING,36,-0.050314814814814784,-25157.4074074074
PADD1C,S6,RISING,NON_HEATING,40,-0.07332499999999999,-36662.5
PADD1C,S6,UNCLASSIFIED,HEATING,4,0.0200833333333333,10041.66666666665
PADD2,S1,FALLING,HEATING,40,0.0,0.0
PADD2,S1,FALLING,NON_HEATING,37,0.0,0.0
PADD2,S1,PLATEAU,HEATING,555,0.0,0.0
PADD2,S1,PLATEAU,NON_HEATING,574,0.0,0.0
PADD2,S1,RISING,HEATING,36,0.0,0.0
PADD2,S1,RISING,NON_HEATING,41,0.0,0.0
PADD2,S1,UNCLASSIFIED,HEATING,5,0.0,0.0
PADD2,S2,FALLING,HEATING,40,0.020000000000000014,10000.000000000004
PADD2,S2,FALLING,NON_HEATING,37,0.0,0.0
PADD2,S2,PLATEAU,HEATING,555,0.019999999999999733,10000.0
PADD2,S2,PLATEAU,NON_HEATING,574,0.0,0.0
PADD2,S2,RISING,HEATING,36,0.020000000000000018,10000.000000000005
PADD2,S2,RISING,NON_HEATING,41,0.0,0.0
PADD2,S2,UNCLASSIFIED,HEATING,5,0.020000000000000018,10000.00000000001
PADD2,S3,FALLING,HEATING,40,0.023725000000000007,11862.500000000004
PADD2,S3,FALLING,NON_HEATING,37,0.02061261261261259,10306.3063063063
PADD2,S3,PLATEAU,HEATING,555,-0.000340240240240242,-170.12012012012093
PADD2,S3,PLATEAU,NON_HEATING,572,0.0005189393939393934,259.46969696969677
PADD2,S3,RISING,HEATING,36,-0.022060185185185193,-11030.092592592597
PADD2,S3,RISING,NON_HEATING,41,-0.024288617886178858,-12144.30894308943
PADD2,S3,UNCLASSIFIED,HEATING,5,-0.000333333333333341,-166.66666666667052
PADD2,S4,FALLING,HEATING,40,0.04372500000000001,21862.50000000001
PADD2,S4,FALLING,NON_HEATING,37,0.02061261261261259,10306.306306306295
PADD2,S4,PLATEAU,HEATING,555,0.019659759759759685,9829.879879879883
PADD2,S4,PLATEAU,NON_HEATING,572,0.0005189393939393936,259.4696969696967
PADD2,S4,RISING,HEATING,36,-0.0020601851851851758,-1030.0925925925883
PADD2,S4,RISING,NON_HEATING,41,-0.024288617886178858,-12144.308943089429
PADD2,S4,UNCLASSIFIED,HEATING,5,0.019666666666666676,9833.333333333338
PADD2,S5,FALLING,HEATING,40,0.07266666666666664,36333.33333333332
PADD2,S5,FALLING,NON_HEATING,37,0.06208108108108105,31040.540540540514
PADD2,S5,PLATEAU,HEATING,555,-0.0024813813813813848,-1240.6906906906922
PADD2,S5,PLATEAU,NON_HEATING,563,0.0031903493191237425,1595.1746595618713
PADD2,S5,RISING,HEATING,36,-0.06787037037037039,-33935.18518518519
PADD2,S5,RISING,NON_HEATING,41,-0.07280081300813009,-36400.40650406503
PADD2,S5,UNCLASSIFIED,HEATING,5,-0.002666666666666667,-1333.3333333333335
PADD2,S6,FALLING,HEATING,40,0.09266666666666667,46333.33333333333
PADD2,S6,FALLING,NON_HEATING,37,0.06208108108108105,31040.540540540514
PADD2,S6,PLATEAU,HEATING,555,0.017518618618618576,8759.309309309307
PADD2,S6,PLATEAU,NON_HEATING,563,0.0031903493191237416,1595.174659561871
PADD2,S6,RISING,HEATING,36,-0.04787037037037036,-23935.185185185175
PADD2,S6,RISING,NON_HEATING,41,-0.07280081300813006,-36400.40650406504
PADD2,S6,UNCLASSIFIED,HEATING,5,0.017333333333333346,8666.666666666673
PADD3,S1,FALLING,HEATING,40,0.0,0.0
PADD3,S1,FALLING,NON_HEATING,36,0.0,0.0
PADD3,S1,PLATEAU,HEATING,556,0.0,0.0
PADD3,S1,PLATEAU,NON_HEATING,575,0.0,0.0
PADD3,S1,RISING,HEATING,35,0.0,0.0
PADD3,S1,RISING,NON_HEATING,41,0.0,0.0
PADD3,S1,UNCLASSIFIED,HEATING,5,0.0,0.0
PADD3,S2,FALLING,HEATING,40,0.020000000000000014,10000.000000000004
PADD3,S2,FALLING,NON_HEATING,36,0.0,0.0
PADD3,S2,PLATEAU,HEATING,556,0.019999999999999733,9999.999999999998
PADD3,S2,PLATEAU,NON_HEATING,575,0.0,0.0
PADD3,S2,RISING,HEATING,35,0.020000000000000014,10000.000000000004
PADD3,S2,RISING,NON_HEATING,41,0.0,0.0
PADD3,S2,UNCLASSIFIED,HEATING,5,0.01999999999999999,9999.999999999995
PADD3,S3,FALLING,HEATING,40,0.02289583333333333,11447.916666666666
PADD3,S3,FALLING,NON_HEATING,36,0.019254629629629642,9627.314814814818
PADD3,S3,PLATEAU,HEATING,556,-0.00018735011990407818,-93.67505995203918
PADD3,S3,PLATEAU,NON_HEATING,573,0.0003961605584642197,198.08027923211
PADD3,S3,RISING,HEATING,35,-0.021061904761904778,-10530.952380952387
PADD3,S3,RISING,NON_HEATING,41,-0.023642276422764244,-11821.138211382116
PADD3,S3,UNCLASSIFIED,HEATING,5,-3.3306690738754695e-17,-1.6649437384330666e-11
PADD3,S4,FALLING,HEATING,40,0.042895833333333355,21447.916666666664
PADD3,S4,FALLING,NON_HEATING,36,0.019254629629629642,9627.314814814821
PADD3,S4,PLATEAU,HEATING,556,0.01981264988009583,9906.324940047956
PADD3,S4,PLATEAU,NON_HEATING,573,0.0003961605584642197,198.08027923211
PADD3,S4,RISING,HEATING,35,-0.0010619047619047583,-530.9523809523794
PADD3,S4,RISING,NON_HEATING,41,-0.023642276422764237,-11821.138211382116
PADD3,S4,UNCLASSIFIED,HEATING,5,0.019999999999999955,9999.999999999976
PADD3,S5,FALLING,HEATING,40,0.0708083333333333,35404.16666666666
PADD3,S5,FALLING,NON_HEATING,36,0.06244907407407406,31224.53703703704
PADD3,S5,PLATEAU,HEATING,556,-0.0015365707434052633,-768.2853717026325
PADD3,S5,PLATEAU,NON_HEATING,564,0.00196158392434987,980.7919621749363
PADD3,S5,RISING,HEATING,35,-0.06471904761904759,-32359.52380952382
PADD3,S5,RISING,NON_HEATING,41,-0.07132926829268293,-35664.63414634147
PADD3,S5,UNCLASSIFIED,HEATING,5,0.000766666666666621,383.3333333333105
PADD3,S6,FALLING,HEATING,40,0.09080833333333334,45404.16666666666
PADD3,S6,FALLING,NON_HEATING,36,0.06244907407407409,31224.53703703704
PADD3,S6,PLATEAU,HEATING,556,0.018463429256594683,9231.71462829736
PADD3,S6,PLATEAU,NON_HEATING,564,0.0019615839243498708,980.7919621749346
PADD3,S6,RISING,HEATING,35,-0.04471904761904761,-22359.523809523806
PADD3,S6,RISING,NON_HEATING,41,-0.07132926829268295,-35664.63414634147
PADD3,S6,UNCLASSIFIED,HEATING,5,0.02076666666666661,10383.333333333305
PADD4,S1,FALLING,HEATING,40,0.0,0.0
PADD4,S1,FALLING,NON_HEATING,37,0.0,0.0
PADD4,S1,PLATEAU,HEATING,554,0.0,0.0
PADD4,S1,PLATEAU,NON_HEATING,571,0.0,0.0
PADD4,S1,RISING,HEATING,36,0.0,0.0
PADD4,S1,RISING,NON_HEATING,41,0.0,0.0
PADD4,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD4,S1,UNCLASSIFIED,NON_HEATING,3,0.0,0.0
PADD4,S2,FALLING,HEATING,40,0.02000000000000001,10000.000000000004
PADD4,S2,FALLING,NON_HEATING,37,0.0,0.0
PADD4,S2,PLATEAU,HEATING,554,0.019999999999999733,10000.0
PADD4,S2,PLATEAU,NON_HEATING,571,0.0,0.0
PADD4,S2,RISING,HEATING,36,0.020000000000000018,10000.000000000004
PADD4,S2,RISING,NON_HEATING,41,0.0,0.0
PADD4,S2,UNCLASSIFIED,HEATING,4,0.01999999999999999,9999.999999999995
PADD4,S2,UNCLASSIFIED,NON_HEATING,3,0.0,0.0
PADD4,S3,FALLING,HEATING,40,0.024237500000000013,12118.75000000001
PADD4,S3,FALLING,NON_HEATING,37,0.021045045045045042,10522.522522522522
PADD4,S3,PLATEAU,HEATING,554,-0.0003619133574007219,-180.95667870036107
PADD4,S3,PLATEAU,NON_HEATING,569,0.0005287053309900404,264.35266549502023
PADD4,S3,RISING,HEATING,36,-0.02248148148148148,-11240.740740740739
PADD4,S3,RISING,NON_HEATING,41,-0.024772357723577252,-12386.178861788623
PADD4,S3,UNCLASSIFIED,HEATING,4,-4.166666666668983e-05,-20.833333333344914
PADD4,S3,UNCLASSIFIED,NON_HEATING,3,0.0015555555555555693,777.7777777777846
PADD4,S4,FALLING,HEATING,40,0.044237500000000034,22118.75000000002
PADD4,S4,FALLING,NON_HEATING,37,0.021045045045045042,10522.52252252252
PADD4,S4,PLATEAU,HEATING,554,0.019638086642599226,9819.04332129964
PADD4,S4,PLATEAU,NON_HEATING,569,0.0005287053309900404,264.35266549502023
PADD4,S4,RISING,HEATING,36,-0.0024814814814814626,-1240.740740740731
PADD4,S4,RISING,NON_HEATING,41,-0.024772357723577252,-12386.178861788621
PADD4,S4,UNCLASSIFIED,HEATING,4,0.0199583333333333,9979.16666666665
PADD4,S4,UNCLASSIFIED,NON_HEATING,3,0.0015555555555555693,777.7777777777846
PADD4,S5,FALLING,HEATING,40,0.0741625,37081.25
PADD4,S5,FALLING,NON_HEATING,37,0.06331531531531528,31657.657657657644
PADD4,S5,PLATEAU,HEATING,554,-0.0026037906137184167,-1301.8953068592082
PADD4,S5,PLATEAU,NON_HEATING,560,0.0032755952380952367,1637.7976190476195
PADD4,S5,RISING,HEATING,36,-0.06921296296296298,-34606.48148148149
PADD4,S5,RISING,NON_HEATING,41,-0.07418699186991869,-37093.495934959356
PADD4,S5,UNCLASSIFIED,HEATING,4,-4.166666666668983e-05,-20.833333333344914
PADD4,S5,UNCLASSIFIED,NON_HEATING,3,0.0015555555555555693,777.7777777777846
PADD4,S6,FALLING,HEATING,40,0.09416250000000001,47081.25
PADD4,S6,FALLING,NON_HEATING,37,0.06331531531531531,31657.657657657663
PADD4,S6,PLATEAU,HEATING,554,0.017396209386281548,8698.104693140782
PADD4,S6,PLATEAU,NON_HEATING,560,0.003275595238095235,1637.7976190476177
PADD4,S6,RISING,HEATING,36,-0.049212962962962965,-24606.481481481485
PADD4,S6,RISING,NON_HEATING,41,-0.0741869918699187,-37093.49593495934
PADD4,S6,UNCLASSIFIED,HEATING,4,0.0199583333333333,9979.16666666665
PADD4,S6,UNCLASSIFIED,NON_HEATING,3,0.0015555555555555693,777.7777777777846
PADD5,S1,FALLING,HEATING,40,0.0,0.0
PADD5,S1,FALLING,NON_HEATING,36,0.0,0.0
PADD5,S1,PLATEAU,HEATING,558,0.0,0.0
PADD5,S1,PLATEAU,NON_HEATING,575,0.0,0.0
PADD5,S1,RISING,HEATING,35,0.0,0.0
PADD5,S1,RISING,NON_HEATING,41,0.0,0.0
PADD5,S1,UNCLASSIFIED,HEATING,4,0.0,0.0
PADD5,S2,FALLING,HEATING,40,0.020000000000000018,10000.000000000004
PADD5,S2,FALLING,NON_HEATING,36,0.0,0.0
PADD5,S2,PLATEAU,HEATING,558,0.019999999999999733,10000.000000000002
PADD5,S2,PLATEAU,NON_HEATING,575,0.0,0.0
PADD5,S2,RISING,HEATING,35,0.020000000000000018,10000.000000000004
PADD5,S2,RISING,NON_HEATING,41,0.0,0.0
PADD5,S2,UNCLASSIFIED,HEATING,4,0.020000000000000018,10000.00000000001
PADD5,S3,FALLING,HEATING,40,0.026204166666666674,13102.083333333332
PADD5,S3,FALLING,NON_HEATING,36,0.022069444444444433,11034.722222222214
PADD5,S3,PLATEAU,HEATING,558,-0.00021565113500597176,-107.82556750298598
PADD5,S3,PLATEAU,NON_HEATING,573,0.0004476439790575953,223.82198952879767
PADD5,S3,RISING,HEATING,35,-0.02414761904761903,-12073.809523809512
PADD5,S3,RISING,NON_HEATING,41,-0.027085365853658526,-13542.682926829266
PADD5,S3,UNCLASSIFIED,HEATING,4,-4.166666666668983e-05,-20.833333333344914
PADD5,S4,FALLING,HEATING,40,0.04620416666666669,23102.083333333336
PADD5,S4,FALLING,NON_HEATING,36,0.022069444444444437,11034.722222222217
